pair_id,query_side,target_qid,question,golds,candidate_id,candidate_title,text,verdict,is_irrelevant,verdict_parse_ok,cached
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,B,5725ee6438643c19005aceb5,What planet was named for a fly-by mission by an empty S-IVB?,['Venus'],552e521e0559cae3,Victoria_and_Albert_Museum,"With the death of Captain Francis Fowke, Royal Engineers the next architect to work at the museum was Colonel (later Major General) Henry Young Darracott Scott, also of the Royal Engineers. He designed to the north west of the garden the five-storey School for Naval Architects (also known as the science schools), now the Henry Cole Wing in 1867–72. Scott's assistant J.W. Wild designed the impressive staircase that rises the full height of the building, made from Cadeby stone the steps are 7 feet (2.1 m) in length, the balustrades and columns are Portland stone. It is now used to jointly house the prints and architectural drawings of the V&A (prints, drawings, paintings and photographs) and Royal Institute of British Architects (RIBA Drawings and Archives Collections); and the Sackler Centre for arts education, which opened in 2008.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,A,5725ee6438643c19005aceb3,What did NASA name the series seeking up to 30 more flights to Earth's orbit?,"['Apollo X', 'Apollo Extension Series']",726bcaf33d9e385e,Civil_disobedience,"One of its earliest massive implementations was brought about by Egyptians against the British occupation in the 1919 Revolution. Civil disobedience is one of the many ways people have rebelled against what they deem to be unfair laws. It has been used in many nonviolent resistance movements in India (Gandhi's campaigns for independence from the British Empire), in Czechoslovakia's Velvet Revolution and in East Germany to oust their communist governments, In South Africa in the fight against apartheid, in the American Civil Rights Movement, in the Singing Revolution to bring independence to the Baltic countries from the Soviet Union, recently with the 2003 Rose Revolution in Georgia and the 2004 Orange Revolution in Ukraine, among other various movements worldwide.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,B,5725ee6438643c19005aceb5,What planet was named for a fly-by mission by an empty S-IVB?,['Venus'],726bcaf33d9e385e,Civil_disobedience,"One of its earliest massive implementations was brought about by Egyptians against the British occupation in the 1919 Revolution. Civil disobedience is one of the many ways people have rebelled against what they deem to be unfair laws. It has been used in many nonviolent resistance movements in India (Gandhi's campaigns for independence from the British Empire), in Czechoslovakia's Velvet Revolution and in East Germany to oust their communist governments, In South Africa in the fight against apartheid, in the American Civil Rights Movement, in the Singing Revolution to bring independence to the Baltic countries from the Soviet Union, recently with the 2003 Rose Revolution in Georgia and the 2004 Orange Revolution in Ukraine, among other various movements worldwide.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,A,5725ee6438643c19005aceb3,What did NASA name the series seeking up to 30 more flights to Earth's orbit?,"['Apollo X', 'Apollo Extension Series']",288f969e9659d705,American_Broadcasting_Company,"Always in search of new programs that would help it compete with NBC and CBS, ABC's management believed that sports could be a major catalyst in improving the network's market share. On April 29, 1961, ABC debuted Wide World of Sports, an anthology series created by Edgar Scherick through his company Sports Programs, Inc. and produced by a young Roone Arledge which featured a different sporting event each broadcast. ABC purchased Sports Programs, Inc. in exchange for shares in the company, leading it to become the future core of ABC Sports, with Arledge as the executive producer of that division's shows. Wide World of Sports, in particular, was not merely devoted to a single sport, but rather to generally all sporting events.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,B,5725ee6438643c19005aceb5,What planet was named for a fly-by mission by an empty S-IVB?,['Venus'],288f969e9659d705,American_Broadcasting_Company,"Always in search of new programs that would help it compete with NBC and CBS, ABC's management believed that sports could be a major catalyst in improving the network's market share. On April 29, 1961, ABC debuted Wide World of Sports, an anthology series created by Edgar Scherick through his company Sports Programs, Inc. and produced by a young Roone Arledge which featured a different sporting event each broadcast. ABC purchased Sports Programs, Inc. in exchange for shares in the company, leading it to become the future core of ABC Sports, with Arledge as the executive producer of that division's shows. Wide World of Sports, in particular, was not merely devoted to a single sport, but rather to generally all sporting events.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,A,5725ee6438643c19005aceb3,What did NASA name the series seeking up to 30 more flights to Earth's orbit?,"['Apollo X', 'Apollo Extension Series']",ef18442bdf437b3b,Private_school,"The other category of schools are those run and partly or fully funded by private individuals, private organizations and religious groups. The ones that accept government funds are called 'aided' schools. The private 'un-aided' schools are fully funded by private parties. The standard and the quality of education is quite high. Technically, these would be categorized as private schools, but many of them have the name ""Public School"" appended to them, e.g., the Galaxy Public School in Kathmandu. Most of the middle-class families send their children to such schools, which might be in their own city or far off, like boarding schools. The medium of education is English, but as a compulsory subject, Nepali and/or the state's official language is also taught. Preschool education is mostly limited to organized neighbourhood nursery schools.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,B,5725ee6438643c19005aceb5,What planet was named for a fly-by mission by an empty S-IVB?,['Venus'],ef18442bdf437b3b,Private_school,"The other category of schools are those run and partly or fully funded by private individuals, private organizations and religious groups. The ones that accept government funds are called 'aided' schools. The private 'un-aided' schools are fully funded by private parties. The standard and the quality of education is quite high. Technically, these would be categorized as private schools, but many of them have the name ""Public School"" appended to them, e.g., the Galaxy Public School in Kathmandu. Most of the middle-class families send their children to such schools, which might be in their own city or far off, like boarding schools. The medium of education is English, but as a compulsory subject, Nepali and/or the state's official language is also taught. Preschool education is mostly limited to organized neighbourhood nursery schools.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,A,5725ee6438643c19005aceb3,What did NASA name the series seeking up to 30 more flights to Earth's orbit?,"['Apollo X', 'Apollo Extension Series']",7a964e744589792d,Pharmacy,"Consultant pharmacy practice focuses more on medication regimen review (i.e. ""cognitive services"") than on actual dispensing of drugs. Consultant pharmacists most typically work in nursing homes, but are increasingly branching into other institutions and non-institutional settings. Traditionally consultant pharmacists were usually independent business owners, though in the United States many now work for several large pharmacy management companies (primarily Omnicare, Kindred Healthcare and PharMerica). This trend may be gradually reversing as consultant pharmacists begin to work directly with patients, primarily because many elderly people are now taking numerous medications but continue to live outside of institutional settings. Some community pharmacies employ consultant pharmacists and/or provide consulting services.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,B,5725ee6438643c19005aceb5,What planet was named for a fly-by mission by an empty S-IVB?,['Venus'],7a964e744589792d,Pharmacy,"Consultant pharmacy practice focuses more on medication regimen review (i.e. ""cognitive services"") than on actual dispensing of drugs. Consultant pharmacists most typically work in nursing homes, but are increasingly branching into other institutions and non-institutional settings. Traditionally consultant pharmacists were usually independent business owners, though in the United States many now work for several large pharmacy management companies (primarily Omnicare, Kindred Healthcare and PharMerica). This trend may be gradually reversing as consultant pharmacists begin to work directly with patients, primarily because many elderly people are now taking numerous medications but continue to live outside of institutional settings. Some community pharmacies employ consultant pharmacists and/or provide consulting services.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,A,5725ee6438643c19005aceb3,What did NASA name the series seeking up to 30 more flights to Earth's orbit?,"['Apollo X', 'Apollo Extension Series']",3d913b06d94a0237,"Jacksonville,_Florida","Jacksonville, like most large cities in the United States, suffered from negative effects of rapid urban sprawl after World War II. The construction of highways led residents to move to newer housing in the suburbs. After World War II, the government of the city of Jacksonville began to increase spending to fund new public building projects in the boom that occurred after the war. Mayor W. Haydon Burns' Jacksonville Story resulted in the construction of a new city hall, civic auditorium, public library and other projects that created a dynamic sense of civic pride. However, the development of suburbs and a subsequent wave of middle class ""white flight"" left Jacksonville with a much poorer population than before. The city's most populous ethnic group, non-Hispanic white, declined from 75.8% in 1970 to 55.1% by 2010.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,B,5725ee6438643c19005aceb5,What planet was named for a fly-by mission by an empty S-IVB?,['Venus'],3d913b06d94a0237,"Jacksonville,_Florida","Jacksonville, like most large cities in the United States, suffered from negative effects of rapid urban sprawl after World War II. The construction of highways led residents to move to newer housing in the suburbs. After World War II, the government of the city of Jacksonville began to increase spending to fund new public building projects in the boom that occurred after the war. Mayor W. Haydon Burns' Jacksonville Story resulted in the construction of a new city hall, civic auditorium, public library and other projects that created a dynamic sense of civic pride. However, the development of suburbs and a subsequent wave of middle class ""white flight"" left Jacksonville with a much poorer population than before. The city's most populous ethnic group, non-Hispanic white, declined from 75.8% in 1970 to 55.1% by 2010.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,A,5725ee6438643c19005aceb3,What did NASA name the series seeking up to 30 more flights to Earth's orbit?,"['Apollo X', 'Apollo Extension Series']",0c60fccfa0a5891c,Force,"The origin of electric and magnetic fields would not be fully explained until 1864 when James Clerk Maxwell unified a number of earlier theories into a set of 20 scalar equations, which were later reformulated into 4 vector equations by Oliver Heaviside and Josiah Willard Gibbs. These ""Maxwell Equations"" fully described the sources of the fields as being stationary and moving charges, and the interactions of the fields themselves. This led Maxwell to discover that electric and magnetic fields could be ""self-generating"" through a wave that traveled at a speed that he calculated to be the speed of light. This insight united the nascent fields of electromagnetic theory with optics and led directly to a complete description of the electromagnetic spectrum.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,B,5725ee6438643c19005aceb5,What planet was named for a fly-by mission by an empty S-IVB?,['Venus'],0c60fccfa0a5891c,Force,"The origin of electric and magnetic fields would not be fully explained until 1864 when James Clerk Maxwell unified a number of earlier theories into a set of 20 scalar equations, which were later reformulated into 4 vector equations by Oliver Heaviside and Josiah Willard Gibbs. These ""Maxwell Equations"" fully described the sources of the fields as being stationary and moving charges, and the interactions of the fields themselves. This led Maxwell to discover that electric and magnetic fields could be ""self-generating"" through a wave that traveled at a speed that he calculated to be the speed of light. This insight united the nascent fields of electromagnetic theory with optics and led directly to a complete description of the electromagnetic spectrum.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,A,5725ee6438643c19005aceb3,What did NASA name the series seeking up to 30 more flights to Earth's orbit?,"['Apollo X', 'Apollo Extension Series']",eeac0079e1db12cf,American_Broadcasting_Company,"With the 2011 cancellation of Supernanny, Extreme Makeover: Home Edition became the only remaining program on the network's schedule that was broadcast in 4:3 standard definition. All of the network's programming has been presented in HD since January 2012 (with the exception of certain holiday specials produced prior to 2005 – such as the Peanuts specials and Rudolph's Shiny New Year – which continue to be presented in 4:3 SD), when Extreme Makeover: Home Edition ended its run as a regular series and One Life to Live (which had been presented in 16:9 standard definition since 2010) also ended its ABC run. The affiliate-syndicated Saturday morning E/I block Litton's Weekend Aventure is also broadcast in HD, and was the first children's program block on any U.S. broadcast network to feature programs available in the format upon its September 2011 debut.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,B,5725ee6438643c19005aceb5,What planet was named for a fly-by mission by an empty S-IVB?,['Venus'],eeac0079e1db12cf,American_Broadcasting_Company,"With the 2011 cancellation of Supernanny, Extreme Makeover: Home Edition became the only remaining program on the network's schedule that was broadcast in 4:3 standard definition. All of the network's programming has been presented in HD since January 2012 (with the exception of certain holiday specials produced prior to 2005 – such as the Peanuts specials and Rudolph's Shiny New Year – which continue to be presented in 4:3 SD), when Extreme Makeover: Home Edition ended its run as a regular series and One Life to Live (which had been presented in 16:9 standard definition since 2010) also ended its ABC run. The affiliate-syndicated Saturday morning E/I block Litton's Weekend Aventure is also broadcast in HD, and was the first children's program block on any U.S. broadcast network to feature programs available in the format upon its September 2011 debut.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,A,5725ee6438643c19005aceb3,What did NASA name the series seeking up to 30 more flights to Earth's orbit?,"['Apollo X', 'Apollo Extension Series']",8858021b6f7ccadc,Teacher,"In the United States, each state determines the requirements for getting a license to teach in public schools. Teaching certification generally lasts three years, but teachers can receive certificates that last as long as ten years. Public school teachers are required to have a bachelor's degree and the majority must be certified by the state in which they teach. Many charter schools do not require that their teachers be certified, provided they meet the standards to be highly qualified as set by No Child Left Behind. Additionally, the requirements for substitute/temporary teachers are generally not as rigorous as those for full-time professionals. The Bureau of Labor Statistics estimates that there are 1.4 million elementary school teachers, 674,000 middle school teachers, and 1 million secondary school teachers employed in the U.S.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,B,5725ee6438643c19005aceb5,What planet was named for a fly-by mission by an empty S-IVB?,['Venus'],8858021b6f7ccadc,Teacher,"In the United States, each state determines the requirements for getting a license to teach in public schools. Teaching certification generally lasts three years, but teachers can receive certificates that last as long as ten years. Public school teachers are required to have a bachelor's degree and the majority must be certified by the state in which they teach. Many charter schools do not require that their teachers be certified, provided they meet the standards to be highly qualified as set by No Child Left Behind. Additionally, the requirements for substitute/temporary teachers are generally not as rigorous as those for full-time professionals. The Bureau of Labor Statistics estimates that there are 1.4 million elementary school teachers, 674,000 middle school teachers, and 1 million secondary school teachers employed in the U.S.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,A,5725ee6438643c19005aceb3,What did NASA name the series seeking up to 30 more flights to Earth's orbit?,"['Apollo X', 'Apollo Extension Series']",29f286e9587898e2,Steam_engine,"The simplest valve gears give events of fixed length during the engine cycle and often make the engine rotate in only one direction. Most however have a reversing mechanism which additionally can provide means for saving steam as speed and momentum are gained by gradually ""shortening the cutoff"" or rather, shortening the admission event; this in turn proportionately lengthens the expansion period. However, as one and the same valve usually controls both steam flows, a short cutoff at admission adversely affects the exhaust and compression periods which should ideally always be kept fairly constant; if the exhaust event is too brief, the totality of the exhaust steam cannot evacuate the cylinder, choking it and giving excessive compression (""kick back"").[citation needed]",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,B,5725ee6438643c19005aceb5,What planet was named for a fly-by mission by an empty S-IVB?,['Venus'],29f286e9587898e2,Steam_engine,"The simplest valve gears give events of fixed length during the engine cycle and often make the engine rotate in only one direction. Most however have a reversing mechanism which additionally can provide means for saving steam as speed and momentum are gained by gradually ""shortening the cutoff"" or rather, shortening the admission event; this in turn proportionately lengthens the expansion period. However, as one and the same valve usually controls both steam flows, a short cutoff at admission adversely affects the exhaust and compression periods which should ideally always be kept fairly constant; if the exhaust event is too brief, the totality of the exhaust steam cannot evacuate the cylinder, choking it and giving excessive compression (""kick back"").[citation needed]",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,A,5725ee6438643c19005aceb3,What did NASA name the series seeking up to 30 more flights to Earth's orbit?,"['Apollo X', 'Apollo Extension Series']",759908655a101e3b,Martin_Luther,"In the summer of 1521, Luther widened his target from individual pieties like indulgences and pilgrimages to doctrines at the heart of Church practices. In On the Abrogation of the Private Mass, he condemned as idolatry the idea that the mass is a sacrifice, asserting instead that it is a gift, to be received with thanksgiving by the whole congregation. His essay On Confession, Whether the Pope has the Power to Require It rejected compulsory confession and encouraged private confession and absolution, since ""every Christian is a confessor."" In November, Luther wrote The Judgement of Martin Luther on Monastic Vows. He assured monks and nuns that they could break their vows without sin, because vows were an illegitimate and vain attempt to win salvation.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,B,5725ee6438643c19005aceb5,What planet was named for a fly-by mission by an empty S-IVB?,['Venus'],759908655a101e3b,Martin_Luther,"In the summer of 1521, Luther widened his target from individual pieties like indulgences and pilgrimages to doctrines at the heart of Church practices. In On the Abrogation of the Private Mass, he condemned as idolatry the idea that the mass is a sacrifice, asserting instead that it is a gift, to be received with thanksgiving by the whole congregation. His essay On Confession, Whether the Pope has the Power to Require It rejected compulsory confession and encouraged private confession and absolution, since ""every Christian is a confessor."" In November, Luther wrote The Judgement of Martin Luther on Monastic Vows. He assured monks and nuns that they could break their vows without sin, because vows were an illegitimate and vain attempt to win salvation.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,A,5725ee6438643c19005aceb3,What did NASA name the series seeking up to 30 more flights to Earth's orbit?,"['Apollo X', 'Apollo Extension Series']",836b77d80ac56138,Victoria_and_Albert_Museum,"The collection includes about 1130 British and 650 European oil paintings, 6800 British watercolours, pastels and 2000 miniatures, for which the museum holds the national collection. Also on loan to the museum, from Her Majesty the Queen Elizabeth II, are the Raphael Cartoons: the seven surviving (there were ten) full scale designs for tapestries in the Sistine Chapel, of the lives of Peter and Paul from the Gospels and the Acts of the Apostles. There is also on display a fresco by Pietro Perugino dated 1522 from the church of Castello at Fontignano (Perugia) and is amongst the painter's last works. One of the largest objects in the collection is the Spanish tempera on wood, 670 x 486 cm, retable of St George, c. 1400, consisting of numerous scenes and painted by Andrés Marzal De Sax in Valencia.",IRRELEVANT,True,True,True
5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,B,5725ee6438643c19005aceb5,What planet was named for a fly-by mission by an empty S-IVB?,['Venus'],836b77d80ac56138,Victoria_and_Albert_Museum,"The collection includes about 1130 British and 650 European oil paintings, 6800 British watercolours, pastels and 2000 miniatures, for which the museum holds the national collection. Also on loan to the museum, from Her Majesty the Queen Elizabeth II, are the Raphael Cartoons: the seven surviving (there were ten) full scale designs for tapestries in the Sistine Chapel, of the lives of Peter and Paul from the Gospels and the Acts of the Apostles. There is also on display a fresco by Pietro Perugino dated 1522 from the church of Castello at Fontignano (Perugia) and is amongst the painter's last works. One of the largest objects in the collection is the Spanish tempera on wood, 670 x 486 cm, retable of St George, c. 1400, consisting of numerous scenes and painted by Andrés Marzal De Sax in Valencia.",IRRELEVANT,True,True,True
572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,A,572fbf21a23a5019007fc937,What is the parliamentary mace made of?,"['silver', 'silver and inlaid with gold']",7e56efa7fa5e85dc,Immune_system,"Evolution of the adaptive immune system occurred in an ancestor of the jawed vertebrates. Many of the classical molecules of the adaptive immune system (e.g., immunoglobulins and T cell receptors) exist only in jawed vertebrates. However, a distinct lymphocyte-derived molecule has been discovered in primitive jawless vertebrates, such as the lamprey and hagfish. These animals possess a large array of molecules called Variable lymphocyte receptors (VLRs) that, like the antigen receptors of jawed vertebrates, are produced from only a small number (one or two) of genes. These molecules are believed to bind pathogenic antigens in a similar way to antibodies, and with the same degree of specificity.",IRRELEVANT,True,True,True
572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,B,572fbf21a23a5019007fc93a,Who presented the mac to the Scottish Parliament when it was initially opened?,['the Queen'],7e56efa7fa5e85dc,Immune_system,"Evolution of the adaptive immune system occurred in an ancestor of the jawed vertebrates. Many of the classical molecules of the adaptive immune system (e.g., immunoglobulins and T cell receptors) exist only in jawed vertebrates. However, a distinct lymphocyte-derived molecule has been discovered in primitive jawless vertebrates, such as the lamprey and hagfish. These animals possess a large array of molecules called Variable lymphocyte receptors (VLRs) that, like the antigen receptors of jawed vertebrates, are produced from only a small number (one or two) of genes. These molecules are believed to bind pathogenic antigens in a similar way to antibodies, and with the same degree of specificity.",IRRELEVANT,True,True,True
572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,A,572fbf21a23a5019007fc937,What is the parliamentary mace made of?,"['silver', 'silver and inlaid with gold']",370701c2552aa54b,Teacher,"The objective is typically accomplished through either an informal or formal approach to learning, including a course of study and lesson plan that teaches skills, knowledge and/or thinking skills. Different ways to teach are often referred to as pedagogy. When deciding what teaching method to use teachers consider students' background knowledge, environment, and their learning goals as well as standardized curricula as determined by the relevant authority. Many times, teachers assist in learning outside of the classroom by accompanying students on field trips. The increasing use of technology, specifically the rise of the internet over the past decade, has begun to shape the way teachers approach their roles in the classroom.",IRRELEVANT,True,True,True
572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,B,572fbf21a23a5019007fc93a,Who presented the mac to the Scottish Parliament when it was initially opened?,['the Queen'],370701c2552aa54b,Teacher,"The objective is typically accomplished through either an informal or formal approach to learning, including a course of study and lesson plan that teaches skills, knowledge and/or thinking skills. Different ways to teach are often referred to as pedagogy. When deciding what teaching method to use teachers consider students' background knowledge, environment, and their learning goals as well as standardized curricula as determined by the relevant authority. Many times, teachers assist in learning outside of the classroom by accompanying students on field trips. The increasing use of technology, specifically the rise of the internet over the past decade, has begun to shape the way teachers approach their roles in the classroom.",IRRELEVANT,True,True,True
572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,A,572fbf21a23a5019007fc937,What is the parliamentary mace made of?,"['silver', 'silver and inlaid with gold']",79f6c6a629474ccf,Martin_Luther,"Luther justified his opposition to the rebels on three grounds. First, in choosing violence over lawful submission to the secular government, they were ignoring Christ's counsel to ""Render unto Caesar the things that are Caesar's""; St. Paul had written in his epistle to the Romans 13:1–7 that all authorities are appointed by God and therefore should not be resisted. This reference from the Bible forms the foundation for the doctrine known as the Divine Right of Kings, or, in the German case, the divine right of the princes. Second, the violent actions of rebelling, robbing, and plundering placed the peasants ""outside the law of God and Empire"", so they deserved ""death in body and soul, if only as highwaymen and murderers."" Lastly, Luther charged the rebels with blasphemy for calling themselves ""Christian brethren"" and committing their sinful acts under the banner of the Gospel.",IRRELEVANT,True,True,True
572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,B,572fbf21a23a5019007fc93a,Who presented the mac to the Scottish Parliament when it was initially opened?,['the Queen'],79f6c6a629474ccf,Martin_Luther,"Luther justified his opposition to the rebels on three grounds. First, in choosing violence over lawful submission to the secular government, they were ignoring Christ's counsel to ""Render unto Caesar the things that are Caesar's""; St. Paul had written in his epistle to the Romans 13:1–7 that all authorities are appointed by God and therefore should not be resisted. This reference from the Bible forms the foundation for the doctrine known as the Divine Right of Kings, or, in the German case, the divine right of the princes. Second, the violent actions of rebelling, robbing, and plundering placed the peasants ""outside the law of God and Empire"", so they deserved ""death in body and soul, if only as highwaymen and murderers."" Lastly, Luther charged the rebels with blasphemy for calling themselves ""Christian brethren"" and committing their sinful acts under the banner of the Gospel.",IRRELEVANT,True,True,True
572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,A,572fbf21a23a5019007fc937,What is the parliamentary mace made of?,"['silver', 'silver and inlaid with gold']",36476aaf2aea4f79,Oxygen,"By the late 19th century scientists realized that air could be liquefied, and its components isolated, by compressing and cooling it. Using a cascade method, Swiss chemist and physicist Raoul Pierre Pictet evaporated liquid sulfur dioxide in order to liquefy carbon dioxide, which in turn was evaporated to cool oxygen gas enough to liquefy it. He sent a telegram on December 22, 1877 to the French Academy of Sciences in Paris announcing his discovery of liquid oxygen. Just two days later, French physicist Louis Paul Cailletet announced his own method of liquefying molecular oxygen. Only a few drops of the liquid were produced in either case so no meaningful analysis could be conducted. Oxygen was liquified in stable state for the first time on March 29, 1883 by Polish scientists from Jagiellonian University, Zygmunt Wróblewski and Karol Olszewski.",IRRELEVANT,True,True,True
572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,B,572fbf21a23a5019007fc93a,Who presented the mac to the Scottish Parliament when it was initially opened?,['the Queen'],36476aaf2aea4f79,Oxygen,"By the late 19th century scientists realized that air could be liquefied, and its components isolated, by compressing and cooling it. Using a cascade method, Swiss chemist and physicist Raoul Pierre Pictet evaporated liquid sulfur dioxide in order to liquefy carbon dioxide, which in turn was evaporated to cool oxygen gas enough to liquefy it. He sent a telegram on December 22, 1877 to the French Academy of Sciences in Paris announcing his discovery of liquid oxygen. Just two days later, French physicist Louis Paul Cailletet announced his own method of liquefying molecular oxygen. Only a few drops of the liquid were produced in either case so no meaningful analysis could be conducted. Oxygen was liquified in stable state for the first time on March 29, 1883 by Polish scientists from Jagiellonian University, Zygmunt Wróblewski and Karol Olszewski.",IRRELEVANT,True,True,True
572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,A,572fbf21a23a5019007fc937,What is the parliamentary mace made of?,"['silver', 'silver and inlaid with gold']",a9aa300c8df315ff,Victoria_and_Albert_Museum,"The Victoria and Albert Museum (often abbreviated as the V&A), London, is the world's largest museum of decorative arts and design, housing a permanent collection of over 4.5 million objects. It was founded in 1852 and named after Queen Victoria and Prince Albert. The V&A is located in the Brompton district of the Royal Borough of Kensington and Chelsea, in an area that has become known as ""Albertopolis"" because of its association with Prince Albert, the Albert Memorial and the major cultural institutions with which he was associated. These include the Natural History Museum, the Science Museum and the Royal Albert Hall. The museum is a non-departmental public body sponsored by the Department for Culture, Media and Sport. Like other national British museums, entrance to the museum has been free since 2001.",IRRELEVANT,True,True,True
572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,B,572fbf21a23a5019007fc93a,Who presented the mac to the Scottish Parliament when it was initially opened?,['the Queen'],a9aa300c8df315ff,Victoria_and_Albert_Museum,"The Victoria and Albert Museum (often abbreviated as the V&A), London, is the world's largest museum of decorative arts and design, housing a permanent collection of over 4.5 million objects. It was founded in 1852 and named after Queen Victoria and Prince Albert. The V&A is located in the Brompton district of the Royal Borough of Kensington and Chelsea, in an area that has become known as ""Albertopolis"" because of its association with Prince Albert, the Albert Memorial and the major cultural institutions with which he was associated. These include the Natural History Museum, the Science Museum and the Royal Albert Hall. The museum is a non-departmental public body sponsored by the Department for Culture, Media and Sport. Like other national British museums, entrance to the museum has been free since 2001.",IRRELEVANT,True,True,True
572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,A,572fbf21a23a5019007fc937,What is the parliamentary mace made of?,"['silver', 'silver and inlaid with gold']",fbc28ab618de17aa,Oxygen,"Highly combustible materials that leave little residue, such as wood or coal, were thought to be made mostly of phlogiston; whereas non-combustible substances that corrode, such as iron, contained very little. Air did not play a role in phlogiston theory, nor were any initial quantitative experiments conducted to test the idea; instead, it was based on observations of what happens when something burns, that most common objects appear to become lighter and seem to lose something in the process. The fact that a substance like wood gains overall weight in burning was hidden by the buoyancy of the gaseous combustion products. Indeed, one of the first clues that the phlogiston theory was incorrect was that metals, too, gain weight in rusting (when they were supposedly losing phlogiston).",IRRELEVANT,True,True,True
572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,B,572fbf21a23a5019007fc93a,Who presented the mac to the Scottish Parliament when it was initially opened?,['the Queen'],fbc28ab618de17aa,Oxygen,"Highly combustible materials that leave little residue, such as wood or coal, were thought to be made mostly of phlogiston; whereas non-combustible substances that corrode, such as iron, contained very little. Air did not play a role in phlogiston theory, nor were any initial quantitative experiments conducted to test the idea; instead, it was based on observations of what happens when something burns, that most common objects appear to become lighter and seem to lose something in the process. The fact that a substance like wood gains overall weight in burning was hidden by the buoyancy of the gaseous combustion products. Indeed, one of the first clues that the phlogiston theory was incorrect was that metals, too, gain weight in rusting (when they were supposedly losing phlogiston).",IRRELEVANT,True,True,True
572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,A,572fbf21a23a5019007fc937,What is the parliamentary mace made of?,"['silver', 'silver and inlaid with gold']",45ee0ac66a9825c1,United_Methodist_Church,"Richard Allen and Absalom Jones became the first African Americans ordained by the Methodist Church. They were licensed by St. George's Church in 1784. Three years later, protesting racial segregation in the worship services, Allen led most of the black members out of St. George's; eventually they founded the Mother Bethel A.M.E. Church and the African Methodist Episcopal denomination. Absalom Jones became an Episcopal priest. In 1836, the church's basement was excavated to make room for a Sunday School. In the 1920s a court case saved the church from being demolished to make way for the Benjamin Franklin Bridge. The case resulted in the bridge being relocated. Historic St Georges welcomes visitors and is home to archives and a museum on Methodism.",IRRELEVANT,True,True,True
