arm,block,derived,pair_id,pair_index,start_family,chain_models,chain_model_ids,chain_short_codes,chain_families,n_stages,n_distinct_families,n_family_transitions,n_tier_transitions,homogeneous_family,homogeneous_model,mean_parameters_b,final_parameters_b,first_parameters_b,n_large_stages
homog_small_mistral,matched_small,False,5727ee372ca10214002d99ec__5727ee372ca10214002d99ee,16,llama,mistral_small|mistral_small|mistral_small|mistral_small|mistral_small|mistral_small,mistralai/ministral-8b|mistralai/ministral-8b|mistralai/ministral-8b|mistralai/ministral-8b|mistralai/ministral-8b|mistralai/ministral-8b,M8-M8-M8-M8-M8-M8,mistral|mistral|mistral|mistral|mistral|mistral,6,1,0,0,True,True,8.0,8.0,8.0,0
homog_small_mistral,matched_small,False,57273abef1498d1400e8f4dc__57273abef1498d1400e8f4dd,17,qwen,mistral_small|mistral_small|mistral_small|mistral_small|mistral_small|mistral_small,mistralai/ministral-8b|mistralai/ministral-8b|mistralai/ministral-8b|mistralai/ministral-8b|mistralai/ministral-8b|mistralai/ministral-8b,M8-M8-M8-M8-M8-M8,mistral|mistral|mistral|mistral|mistral|mistral,6,1,0,0,True,True,8.0,8.0,8.0,0
homog_small_mistral,matched_small,False,5726f36cdd62a815002e95fe__5726f36cdd62a815002e95ff,18,mistral,mistral_small|mistral_small|mistral_small|mistral_small|mistral_small|mistral_small,mistralai/ministral-8b|mistralai/ministral-8b|mistralai/ministral-8b|mistralai/ministral-8b|mistralai/ministral-8b|mistralai/ministral-8b,M8-M8-M8-M8-M8-M8,mistral|mistral|mistral|mistral|mistral|mistral,6,1,0,0,True,True,8.0,8.0,8.0,0
homog_small_mistral,matched_small,False,572751b4708984140094dc1b__572751b4708984140094dc1f,19,gemma,mistral_small|mistral_small|mistral_small|mistral_small|mistral_small|mistral_small,mistralai/ministral-8b|mistralai/ministral-8b|mistralai/ministral-8b|mistralai/ministral-8b|mistralai/ministral-8b|mistralai/ministral-8b,M8-M8-M8-M8-M8-M8,mistral|mistral|mistral|mistral|mistral|mistral,6,1,0,0,True,True,8.0,8.0,8.0,0
homog_small_gemma,matched_small,False,56e1c720e3433e140042316a__56e1c720e3433e140042316b,0,llama,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,1,qwen,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,2,mistral,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,57295b5b1d04691400779315__57295b5b1d04691400779318,3,gemma,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,4,llama,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,5,qwen,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,6,mistral,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,7,gemma,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,5730d3adaca1c71400fe5af5__5730d3adaca1c71400fe5af6,8,llama,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,57277944f1498d1400e8f90b__57277944f1498d1400e8f90c,9,qwen,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,56f7eddca6d7ea1400e172d9__56f7eddca6d7ea1400e172db,10,mistral,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,5726bb645951b619008f7c3c__5726bb645951b619008f7c3e,11,gemma,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,5728fd3c3f37b31900477f2b__5728fd3c3f37b31900477f2f,12,llama,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,57281ab63acd2414000df493__57281ab63acd2414000df494,13,qwen,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,56e057e1231d4119001ac043__56e057e1231d4119001ac045,14,mistral,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,5726b12f5951b619008f7aaf__5726b12f5951b619008f7ab2,15,gemma,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,5727ee372ca10214002d99ec__5727ee372ca10214002d99ee,16,llama,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,57273abef1498d1400e8f4dc__57273abef1498d1400e8f4dd,17,qwen,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,5726f36cdd62a815002e95fe__5726f36cdd62a815002e95ff,18,mistral,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
homog_small_gemma,matched_small,False,572751b4708984140094dc1b__572751b4708984140094dc1f,19,gemma,gemma_small|gemma_small|gemma_small|gemma_small|gemma_small|gemma_small,google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it|google/gemma-3-12b-it,G12-G12-G12-G12-G12-G12,gemma|gemma|gemma|gemma|gemma|gemma,6,1,0,0,True,True,12.2,12.2,12.2,0
xfam_small_fwd,matched_small,False,56e1c720e3433e140042316a__56e1c720e3433e140042316b,0,llama,llama_small|qwen_small|mistral_small|gemma_small|llama_small|qwen_small,meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b,L8-Q8-M8-G12-L8-Q8,llama|qwen|mistral|gemma|llama|qwen,6,4,5,0,False,False,8.767,8.2,8.0,0
xfam_small_fwd,matched_small,False,5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,1,qwen,qwen_small|mistral_small|gemma_small|llama_small|qwen_small|mistral_small,qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b,Q8-M8-G12-L8-Q8-M8,qwen|mistral|gemma|llama|qwen|mistral,6,4,5,0,False,False,8.767,8.0,8.2,0
xfam_small_fwd,matched_small,False,572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,2,mistral,mistral_small|gemma_small|llama_small|qwen_small|mistral_small|gemma_small,mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it,M8-G12-L8-Q8-M8-G12,mistral|gemma|llama|qwen|mistral|gemma,6,4,5,0,False,False,9.433,12.2,8.0,0
xfam_small_fwd,matched_small,False,57295b5b1d04691400779315__57295b5b1d04691400779318,3,gemma,gemma_small|llama_small|qwen_small|mistral_small|gemma_small|llama_small,google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct,G12-L8-Q8-M8-G12-L8,gemma|llama|qwen|mistral|gemma|llama,6,4,5,0,False,False,9.433,8.0,12.2,0
xfam_small_fwd,matched_small,False,57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,4,llama,llama_small|qwen_small|mistral_small|gemma_small|llama_small|qwen_small,meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b,L8-Q8-M8-G12-L8-Q8,llama|qwen|mistral|gemma|llama|qwen,6,4,5,0,False,False,8.767,8.2,8.0,0
xfam_small_fwd,matched_small,False,5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,5,qwen,qwen_small|mistral_small|gemma_small|llama_small|qwen_small|mistral_small,qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b,Q8-M8-G12-L8-Q8-M8,qwen|mistral|gemma|llama|qwen|mistral,6,4,5,0,False,False,8.767,8.0,8.2,0
xfam_small_fwd,matched_small,False,5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,6,mistral,mistral_small|gemma_small|llama_small|qwen_small|mistral_small|gemma_small,mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it,M8-G12-L8-Q8-M8-G12,mistral|gemma|llama|qwen|mistral|gemma,6,4,5,0,False,False,9.433,12.2,8.0,0
xfam_small_fwd,matched_small,False,56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,7,gemma,gemma_small|llama_small|qwen_small|mistral_small|gemma_small|llama_small,google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct,G12-L8-Q8-M8-G12-L8,gemma|llama|qwen|mistral|gemma|llama,6,4,5,0,False,False,9.433,8.0,12.2,0
xfam_small_fwd,matched_small,False,5730d3adaca1c71400fe5af5__5730d3adaca1c71400fe5af6,8,llama,llama_small|qwen_small|mistral_small|gemma_small|llama_small|qwen_small,meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b,L8-Q8-M8-G12-L8-Q8,llama|qwen|mistral|gemma|llama|qwen,6,4,5,0,False,False,8.767,8.2,8.0,0
xfam_small_fwd,matched_small,False,57277944f1498d1400e8f90b__57277944f1498d1400e8f90c,9,qwen,qwen_small|mistral_small|gemma_small|llama_small|qwen_small|mistral_small,qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b,Q8-M8-G12-L8-Q8-M8,qwen|mistral|gemma|llama|qwen|mistral,6,4,5,0,False,False,8.767,8.0,8.2,0
xfam_small_fwd,matched_small,False,56f7eddca6d7ea1400e172d9__56f7eddca6d7ea1400e172db,10,mistral,mistral_small|gemma_small|llama_small|qwen_small|mistral_small|gemma_small,mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it,M8-G12-L8-Q8-M8-G12,mistral|gemma|llama|qwen|mistral|gemma,6,4,5,0,False,False,9.433,12.2,8.0,0
xfam_small_fwd,matched_small,False,5726bb645951b619008f7c3c__5726bb645951b619008f7c3e,11,gemma,gemma_small|llama_small|qwen_small|mistral_small|gemma_small|llama_small,google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct,G12-L8-Q8-M8-G12-L8,gemma|llama|qwen|mistral|gemma|llama,6,4,5,0,False,False,9.433,8.0,12.2,0
xfam_small_fwd,matched_small,False,5728fd3c3f37b31900477f2b__5728fd3c3f37b31900477f2f,12,llama,llama_small|qwen_small|mistral_small|gemma_small|llama_small|qwen_small,meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b,L8-Q8-M8-G12-L8-Q8,llama|qwen|mistral|gemma|llama|qwen,6,4,5,0,False,False,8.767,8.2,8.0,0
xfam_small_fwd,matched_small,False,57281ab63acd2414000df493__57281ab63acd2414000df494,13,qwen,qwen_small|mistral_small|gemma_small|llama_small|qwen_small|mistral_small,qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b,Q8-M8-G12-L8-Q8-M8,qwen|mistral|gemma|llama|qwen|mistral,6,4,5,0,False,False,8.767,8.0,8.2,0
xfam_small_fwd,matched_small,False,56e057e1231d4119001ac043__56e057e1231d4119001ac045,14,mistral,mistral_small|gemma_small|llama_small|qwen_small|mistral_small|gemma_small,mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it,M8-G12-L8-Q8-M8-G12,mistral|gemma|llama|qwen|mistral|gemma,6,4,5,0,False,False,9.433,12.2,8.0,0
xfam_small_fwd,matched_small,False,5726b12f5951b619008f7aaf__5726b12f5951b619008f7ab2,15,gemma,gemma_small|llama_small|qwen_small|mistral_small|gemma_small|llama_small,google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct,G12-L8-Q8-M8-G12-L8,gemma|llama|qwen|mistral|gemma|llama,6,4,5,0,False,False,9.433,8.0,12.2,0
xfam_small_fwd,matched_small,False,5727ee372ca10214002d99ec__5727ee372ca10214002d99ee,16,llama,llama_small|qwen_small|mistral_small|gemma_small|llama_small|qwen_small,meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b,L8-Q8-M8-G12-L8-Q8,llama|qwen|mistral|gemma|llama|qwen,6,4,5,0,False,False,8.767,8.2,8.0,0
xfam_small_fwd,matched_small,False,57273abef1498d1400e8f4dc__57273abef1498d1400e8f4dd,17,qwen,qwen_small|mistral_small|gemma_small|llama_small|qwen_small|mistral_small,qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b,Q8-M8-G12-L8-Q8-M8,qwen|mistral|gemma|llama|qwen|mistral,6,4,5,0,False,False,8.767,8.0,8.2,0
xfam_small_fwd,matched_small,False,5726f36cdd62a815002e95fe__5726f36cdd62a815002e95ff,18,mistral,mistral_small|gemma_small|llama_small|qwen_small|mistral_small|gemma_small,mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it,M8-G12-L8-Q8-M8-G12,mistral|gemma|llama|qwen|mistral|gemma,6,4,5,0,False,False,9.433,12.2,8.0,0
xfam_small_fwd,matched_small,False,572751b4708984140094dc1b__572751b4708984140094dc1f,19,gemma,gemma_small|llama_small|qwen_small|mistral_small|gemma_small|llama_small,google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct|qwen/qwen3-8b|mistralai/ministral-8b|google/gemma-3-12b-it|meta-llama/llama-3.1-8b-instruct,G12-L8-Q8-M8-G12-L8,gemma|llama|qwen|mistral|gemma|llama,6,4,5,0,False,False,9.433,8.0,12.2,0
xfam_small_rev,matched_small,False,56e1c720e3433e140042316a__56e1c720e3433e140042316b,0,llama,llama_small|gemma_small|mistral_small|qwen_small|llama_small|gemma_small,meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it|mistralai/ministral-8b|qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it,L8-G12-M8-Q8-L8-G12,llama|gemma|mistral|qwen|llama|gemma,6,4,5,0,False,False,9.433,12.2,8.0,0
xfam_small_rev,matched_small,False,5725ee6438643c19005aceb3__5725ee6438643c19005aceb5,1,qwen,qwen_small|llama_small|gemma_small|mistral_small|qwen_small|llama_small,qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it|mistralai/ministral-8b|qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct,Q8-L8-G12-M8-Q8-L8,qwen|llama|gemma|mistral|qwen|llama,6,4,5,0,False,False,8.767,8.0,8.2,0
xfam_small_rev,matched_small,False,572fbf21a23a5019007fc937__572fbf21a23a5019007fc93a,2,mistral,mistral_small|qwen_small|llama_small|gemma_small|mistral_small|qwen_small,mistralai/ministral-8b|qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it|mistralai/ministral-8b|qwen/qwen3-8b,M8-Q8-L8-G12-M8-Q8,mistral|qwen|llama|gemma|mistral|qwen,6,4,5,0,False,False,8.767,8.2,8.0,0
xfam_small_rev,matched_small,False,57295b5b1d04691400779315__57295b5b1d04691400779318,3,gemma,gemma_small|mistral_small|qwen_small|llama_small|gemma_small|mistral_small,google/gemma-3-12b-it|mistralai/ministral-8b|qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it|mistralai/ministral-8b,G12-M8-Q8-L8-G12-M8,gemma|mistral|qwen|llama|gemma|mistral,6,4,5,0,False,False,9.433,8.0,12.2,0
xfam_small_rev,matched_small,False,57286fa83acd2414000df9e5__57286fa83acd2414000df9e7,4,llama,llama_small|gemma_small|mistral_small|qwen_small|llama_small|gemma_small,meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it|mistralai/ministral-8b|qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it,L8-G12-M8-Q8-L8-G12,llama|gemma|mistral|qwen|llama|gemma,6,4,5,0,False,False,9.433,12.2,8.0,0
xfam_small_rev,matched_small,False,5727565ef1498d1400e8f674__5727565ef1498d1400e8f676,5,qwen,qwen_small|llama_small|gemma_small|mistral_small|qwen_small|llama_small,qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it|mistralai/ministral-8b|qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct,Q8-L8-G12-M8-Q8-L8,qwen|llama|gemma|mistral|qwen|llama,6,4,5,0,False,False,8.767,8.0,8.2,0
xfam_small_rev,matched_small,False,5726a9ff708984140094cd4b__5726a9ff708984140094cd4c,6,mistral,mistral_small|qwen_small|llama_small|gemma_small|mistral_small|qwen_small,mistralai/ministral-8b|qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it|mistralai/ministral-8b|qwen/qwen3-8b,M8-Q8-L8-G12-M8-Q8,mistral|qwen|llama|gemma|mistral|qwen,6,4,5,0,False,False,8.767,8.2,8.0,0
xfam_small_rev,matched_small,False,56e10fbacd28a01900c67509__56e10fbacd28a01900c6750c,7,gemma,gemma_small|mistral_small|qwen_small|llama_small|gemma_small|mistral_small,google/gemma-3-12b-it|mistralai/ministral-8b|qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it|mistralai/ministral-8b,G12-M8-Q8-L8-G12-M8,gemma|mistral|qwen|llama|gemma|mistral,6,4,5,0,False,False,9.433,8.0,12.2,0
xfam_small_rev,matched_small,False,5730d3adaca1c71400fe5af5__5730d3adaca1c71400fe5af6,8,llama,llama_small|gemma_small|mistral_small|qwen_small|llama_small|gemma_small,meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it|mistralai/ministral-8b|qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it,L8-G12-M8-Q8-L8-G12,llama|gemma|mistral|qwen|llama|gemma,6,4,5,0,False,False,9.433,12.2,8.0,0
xfam_small_rev,matched_small,False,57277944f1498d1400e8f90b__57277944f1498d1400e8f90c,9,qwen,qwen_small|llama_small|gemma_small|mistral_small|qwen_small|llama_small,qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it|mistralai/ministral-8b|qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct,Q8-L8-G12-M8-Q8-L8,qwen|llama|gemma|mistral|qwen|llama,6,4,5,0,False,False,8.767,8.0,8.2,0
xfam_small_rev,matched_small,False,56f7eddca6d7ea1400e172d9__56f7eddca6d7ea1400e172db,10,mistral,mistral_small|qwen_small|llama_small|gemma_small|mistral_small|qwen_small,mistralai/ministral-8b|qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it|mistralai/ministral-8b|qwen/qwen3-8b,M8-Q8-L8-G12-M8-Q8,mistral|qwen|llama|gemma|mistral|qwen,6,4,5,0,False,False,8.767,8.2,8.0,0
xfam_small_rev,matched_small,False,5726bb645951b619008f7c3c__5726bb645951b619008f7c3e,11,gemma,gemma_small|mistral_small|qwen_small|llama_small|gemma_small|mistral_small,google/gemma-3-12b-it|mistralai/ministral-8b|qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it|mistralai/ministral-8b,G12-M8-Q8-L8-G12-M8,gemma|mistral|qwen|llama|gemma|mistral,6,4,5,0,False,False,9.433,8.0,12.2,0
xfam_small_rev,matched_small,False,5728fd3c3f37b31900477f2b__5728fd3c3f37b31900477f2f,12,llama,llama_small|gemma_small|mistral_small|qwen_small|llama_small|gemma_small,meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it|mistralai/ministral-8b|qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it,L8-G12-M8-Q8-L8-G12,llama|gemma|mistral|qwen|llama|gemma,6,4,5,0,False,False,9.433,12.2,8.0,0
xfam_small_rev,matched_small,False,57281ab63acd2414000df493__57281ab63acd2414000df494,13,qwen,qwen_small|llama_small|gemma_small|mistral_small|qwen_small|llama_small,qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct|google/gemma-3-12b-it|mistralai/ministral-8b|qwen/qwen3-8b|meta-llama/llama-3.1-8b-instruct,Q8-L8-G12-M8-Q8-L8,qwen|llama|gemma|mistral|qwen|llama,6,4,5,0,False,False,8.767,8.0,8.2,0
