stack_id,dataset,future_distribution,metric,scope,constraint_budget,configuration_id,policy,policy_family,preference_id,future_share,requested_budget,u_now,u_future,cost,classification,dominated_by_legacy,dominates_legacy,incremental_hypervolume
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,160.0,split__l3|requested_B=160,split__l3,split,l3,0.75,160,0.78125,0.31770833333333337,145.921875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=160"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.05291748046875003
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,160.0,split__l3|requested_B=40,split__l3,split,l3,0.75,40,0.640625,0.08854166666666667,37.515625,dominated_by_legacy,"[""reusable|requested_B=160""]","[""generic|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,160.0,split__l3|requested_B=80,split__l3,split,l3,0.75,80,0.796875,0.15494791666666666,72.6875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""reusable|requested_B=20"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]",0.003173828125
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,160.0,split__linf|requested_B=160,split__linf,split,linf,1.0,160,0.015625,0.38802083333333337,144.96875,dominated_by_legacy,"[""generic|requested_B=160""]",[],0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,160.0,split__linf|requested_B=40,split__linf,split,linf,1.0,40,0.09375,0.11328125,37.203125,dominated_by_legacy,"[""generic|requested_B=160"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=160""]","[""generic|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,160.0,split__linf|requested_B=80,split__linf,split,linf,1.0,80,0.03125,0.21484375,75.203125,dominated_by_legacy,"[""generic|requested_B=160""]",[],0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,40.0,split__l0p333|requested_B=40,split__l0p333,split,l0p333,0.25,40,0.78125,0.04296875,36.96875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.020731608072916664
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,40.0,split__l0|requested_B=40,split__l0,split,l0,0.0,40,0.75,0.00390625,35.734375,dominated_by_legacy,"[""conditioned|requested_B=40""]","[""conditioned|requested_B=20"", ""reusable|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,40.0,split__l1|requested_B=40,split__l1,split,l1,0.5,40,0.78125,0.0546875,36.3125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.027140299479166664
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,40.0,split__l3|requested_B=40,split__l3,split,l3,0.75,40,0.640625,0.08854166666666667,37.515625,frontier_shift_and_dominance,[],"[""generic|requested_B=20""]",0.03385416666666668
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,40.0,split__linf|requested_B=40,split__linf,split,linf,1.0,40,0.09375,0.11328125,37.203125,dominated_by_legacy,"[""generic|requested_B=40""]","[""generic|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,80.0,scalar__l0p333|requested_B=80,scalar__l0p333,scalar,l0p333,0.25,80,0.765625,0.10807291666666667,72.171875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.0281982421875
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,80.0,scalar__l0|requested_B=80,scalar__l0,scalar,l0,0.0,80,0.78125,0.061197916666666664,72.578125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.004150390625000014
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,80.0,scalar__l1|requested_B=80,scalar__l1,scalar,l1,0.5,80,0.765625,0.07682291666666666,71.90625,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.0120849609375
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,80.0,scalar__l3|requested_B=80,scalar__l3,scalar,l3,0.75,80,0.765625,0.09375,72.03125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.02081298828125
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,80.0,scalar__linf|requested_B=80,scalar__linf,scalar,linf,1.0,80,0.75,0.10807291666666666,72.65625,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""generic|requested_B=20"", ""reusable|requested_B=20""]",0.02734375
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,80.0,split__l0p333|requested_B=40,split__l0p333,split,l0p333,0.25,40,0.78125,0.04296875,36.96875,dominated_by_legacy,"[""reusable|requested_B=80""]","[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",1.3877787807814457e-17
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,80.0,split__l0p333|requested_B=80,split__l0p333,split,l0p333,0.25,80,0.765625,0.06510416666666666,71.5625,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.00604248046875
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,80.0,split__l0|requested_B=40,split__l0,split,l0,0.0,40,0.75,0.00390625,35.734375,dominated_by_legacy,"[""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""reusable|requested_B=80""]","[""conditioned|requested_B=20"", ""reusable|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,80.0,split__l0|requested_B=80,split__l0,split,l0,0.0,80,0.765625,0.0026041666666666665,73.5625,dominated_by_legacy,"[""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""reusable|requested_B=80""]","[""conditioned|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,80.0,split__l1|requested_B=40,split__l1,split,l1,0.5,40,0.78125,0.0546875,36.3125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.0006917317708333426
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,80.0,split__l1|requested_B=80,split__l1,split,l1,0.5,80,0.765625,0.12369791666666666,71.96875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.0362548828125
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,80.0,split__l3|requested_B=40,split__l3,split,l3,0.75,40,0.640625,0.08854166666666667,37.515625,frontier_shift_and_dominance,[],"[""generic|requested_B=20""]",0.01373291015625
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,80.0,split__l3|requested_B=80,split__l3,split,l3,0.75,80,0.796875,0.15494791666666666,72.6875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""reusable|requested_B=20"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]",0.055541992187500014
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,80.0,split__linf|requested_B=40,split__linf,split,linf,1.0,40,0.09375,0.11328125,37.203125,dominated_by_legacy,"[""generic|requested_B=40"", ""generic|requested_B=80""]","[""generic|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,em,deployable,80.0,split__linf|requested_B=80,split__linf,split,linf,1.0,80,0.03125,0.21484375,75.203125,frontier_expansion,[],[],0.001220703125
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,scalar__l0p333|requested_B=80,scalar__l0p333,scalar,l0p333,0.25,80,0.8697916666666666,0.13772687092999594,72.171875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""generic|requested_B=20""]",0.00016419127747258067
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,scalar__l0|requested_B=80,scalar__l0,scalar,l0,0.0,80,0.8901041666666667,0.0906261175677536,72.578125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""reusable|requested_B=20""]",0.00036549097720695034
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,scalar__l1|requested_B=80,scalar__l1,scalar,l1,0.5,80,0.8802083333333333,0.10455713268213267,71.90625,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=40""]",0.0003890587539269186
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,scalar__l3|requested_B=80,scalar__l3,scalar,l3,0.75,80,0.8802083333333333,0.11909833978997582,72.03125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=40""]",0.0005783973881436366
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,scalar__linf|requested_B=80,scalar__linf,scalar,linf,1.0,80,0.8692708333333332,0.13730915819610673,72.65625,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""generic|requested_B=20""]",0.0001304827871157488
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,split__l0p333|requested_B=160,split__l0p333,split,l0p333,0.25,160,0.8979166666666667,0.17960069444444443,143.34375,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]",0.0034186772248295805
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,split__l0p333|requested_B=40,split__l0p333,split,l0p333,0.25,40,0.8979166666666667,0.08964879521520147,36.96875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""reusable|requested_B=20"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]",0.0006545303214309239
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,split__l0p333|requested_B=80,split__l0p333,split,l0p333,0.25,80,0.8901041666666667,0.09976438492063491,71.5625,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""reusable|requested_B=20""]",0.0005749096040437718
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,split__l0|requested_B=160,split__l0,split,l0,0.0,160,0.8953125,0.11127949018574018,142.609375,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""reusable|requested_B=20"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]",0.001029433213271147
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,split__l0|requested_B=40,split__l0,split,l0,0.0,40,0.8796875,0.046051051812770555,35.734375,dominated_by_legacy,"[""reusable|requested_B=80""]",[],0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,split__l0|requested_B=80,split__l0,split,l0,0.0,80,0.8901041666666667,0.03533590252340252,73.5625,dominated_by_legacy,"[""reusable|requested_B=80""]","[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""reusable|requested_B=20""]",5.551115123125783e-17
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,split__l1|requested_B=160,split__l1,split,l1,0.5,160,0.8979166666666667,0.28272362764550263,145.765625,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""reusable|requested_B=160"", ""reusable|requested_B=20"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]",0.029294758702819446
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,split__l1|requested_B=40,split__l1,split,l1,0.5,40,0.8979166666666667,0.09807322668650795,36.3125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""reusable|requested_B=20"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]",0.0009134060801846977
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,split__l1|requested_B=80,split__l1,split,l1,0.5,80,0.8848958333333333,0.17698361028439152,71.96875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20""]",0.0018116721128806357
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,split__l3|requested_B=160,split__l3,split,l3,0.75,160,0.8932291666666666,0.3743045221560846,145.921875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=160"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.05898592317212109
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,split__l3|requested_B=40,split__l3,split,l3,0.75,40,0.8186755952380952,0.14245285964035964,37.515625,dominated_by_legacy,"[""reusable|requested_B=160""]","[""generic|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,split__l3|requested_B=80,split__l3,split,l3,0.75,80,0.9057291666666667,0.21432911706349206,72.6875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=160"", ""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=160"", ""reusable|requested_B=20"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]",0.007601080481024425
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,split__linf|requested_B=160,split__linf,split,linf,1.0,160,0.041666666666666664,0.4576853918650794,144.96875,dominated_by_legacy,"[""generic|requested_B=160""]",[],0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,split__linf|requested_B=40,split__linf,split,linf,1.0,40,0.1730139652014652,0.17606440145502644,37.203125,dominated_by_legacy,"[""generic|requested_B=160"", ""generic|requested_B=40"", ""generic|requested_B=80"", ""reusable|requested_B=160""]","[""generic|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,160.0,split__linf|requested_B=80,split__linf,split,linf,1.0,80,0.07291666666666666,0.28049665178571426,75.203125,dominated_by_legacy,"[""generic|requested_B=160"", ""generic|requested_B=80""]",[],0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,40.0,split__l0p333|requested_B=40,split__l0p333,split,l0p333,0.25,40,0.8979166666666667,0.08964879521520147,36.96875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.03273778053550133
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,40.0,split__l0|requested_B=40,split__l0,split,l0,0.0,40,0.8796875,0.046051051812770555,35.734375,frontier_expansion,[],[],0.006794872859769208
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,40.0,split__l1|requested_B=40,split__l1,split,l1,0.5,40,0.8979166666666667,0.09807322668650795,36.3125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""reusable|requested_B=20"", ""reusable|requested_B=40""]",0.03766707585472408
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,40.0,split__l3|requested_B=40,split__l3,split,l3,0.75,40,0.8186755952380952,0.14245285964035964,37.515625,frontier_shift_and_dominance,[],"[""generic|requested_B=20""]",0.05483112154251828
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,40.0,split__linf|requested_B=40,split__linf,split,linf,1.0,40,0.1730139652014652,0.17606440145502644,37.203125,dominated_by_legacy,"[""generic|requested_B=40""]","[""generic|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,80.0,scalar__l0p333|requested_B=80,scalar__l0p333,scalar,l0p333,0.25,80,0.8697916666666666,0.13772687092999594,72.171875,frontier_shift_and_dominance,[],"[""generic|requested_B=20""]",0.030638092376373632
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,80.0,scalar__l0|requested_B=80,scalar__l0,scalar,l0,0.0,80,0.8901041666666667,0.0906261175677536,72.578125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""reusable|requested_B=20""]",0.00807402795102416
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,80.0,scalar__l1|requested_B=80,scalar__l1,scalar,l1,0.5,80,0.8802083333333333,0.10455713268213267,71.90625,frontier_shift_and_dominance,[],"[""conditioned|requested_B=40""]",0.014830919699694106
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,80.0,scalar__l3|requested_B=80,scalar__l3,scalar,l3,0.75,80,0.8802083333333333,0.11909833978997582,72.03125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=40""]",0.022048508436035008
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,80.0,scalar__linf|requested_B=80,scalar__linf,scalar,linf,1.0,80,0.8692708333333332,0.13730915819610673,72.65625,frontier_shift_and_dominance,[],"[""generic|requested_B=20""]",0.030402489397970384
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,80.0,split__l0p333|requested_B=40,split__l0p333,split,l0p333,0.25,40,0.8979166666666667,0.08964879521520147,36.96875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""reusable|requested_B=20"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]",0.007890694824848082
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,80.0,split__l0p333|requested_B=80,split__l0p333,split,l0p333,0.25,80,0.8901041666666667,0.09976438492063491,71.5625,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""reusable|requested_B=20""]",0.012700275798420285
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,80.0,split__l0|requested_B=40,split__l0,split,l0,0.0,40,0.8796875,0.046051051812770555,35.734375,dominated_by_legacy,"[""reusable|requested_B=80""]",[],0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,80.0,split__l0|requested_B=80,split__l0,split,l0,0.0,80,0.8901041666666667,0.03533590252340252,73.5625,dominated_by_legacy,"[""reusable|requested_B=80""]","[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""reusable|requested_B=20""]",-2.7755575615628914e-17
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,80.0,split__l1|requested_B=40,split__l1,split,l1,0.5,40,0.8979166666666667,0.09807322668650795,36.3125,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""reusable|requested_B=20"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]",0.01222137912806659
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,80.0,split__l1|requested_B=80,split__l1,split,l1,0.5,80,0.8848958333333333,0.17698361028439152,71.96875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20""]",0.05125966389973957
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,80.0,split__l3|requested_B=40,split__l3,split,l3,0.75,40,0.8186755952380952,0.14245285964035964,37.515625,frontier_shift_and_dominance,[],"[""generic|requested_B=20""]",0.029470213321008548
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,80.0,split__l3|requested_B=80,split__l3,split,l3,0.75,80,0.9057291666666667,0.21432911706349206,72.6875,frontier_shift_and_dominance,[],"[""conditioned|requested_B=20"", ""conditioned|requested_B=40"", ""conditioned|requested_B=80"", ""generic|requested_B=20"", ""reusable|requested_B=20"", ""reusable|requested_B=40"", ""reusable|requested_B=80""]",0.07365861900204349
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,80.0,split__linf|requested_B=40,split__linf,split,linf,1.0,40,0.1730139652014652,0.17606440145502644,37.203125,dominated_by_legacy,"[""generic|requested_B=40"", ""generic|requested_B=80""]","[""generic|requested_B=20""]",0.0
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,relation_dossiers,far,f1,deployable,80.0,split__linf|requested_B=80,split__linf,split,linf,1.0,80,0.07291666666666666,0.28049665178571426,75.203125,dominated_by_legacy,"[""generic|requested_B=80""]",[],0.0
