stack_id,stack_label,dataset,future_distribution,metric,scope,constraint_budget,objective_lambda,objective_lambda_infinite,objective_lambda_label,intended_preference_id,intended_allocation_alpha,n_feasible_structured_arms,best_observed_scalar_score,winner_config_ids,winner_policy_ids,winner_allocation_alphas,winner_nondominated_flags,winner_frontier_probabilities,n_winner_ties,intended_configuration_ids,intended_best_configuration_ids,intended_alpha_scalar_score,intended_alpha_scalar_regret,intended_alpha_is_objective_winner,intended_alpha_is_nondominated,intended_alpha_frontier_probability,intended_alpha_is_stably_supported,frontier_stability_threshold,interpretation
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,f1,deployable,80.0,,True,∞,linf,1.0,10,0.28049665178571426,"[""split__linf|requested_B=80""]","[""split__linf""]",[1.0],[false],[0.4582],1,"[""split__linf|requested_B=80""]","[""split__linf|requested_B=80""]",0.28049665178571426,0.0,True,False,0.4582,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,f1,deployable,160.0,0.0,False,0,l0,0.0,15,0.9057291666666667,"[""split__l3|requested_B=80""]","[""split__l3""]",[0.75],[true],[0.6738],1,"[""split__l0|requested_B=160""]","[""split__l0|requested_B=160""]",0.8953125,0.01041666666666674,False,False,0.1144,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,f1,deployable,160.0,0.3333333333333333,False,0.333333,l0p333,0.25,15,1.0179973407186949,"[""split__l3|requested_B=160""]","[""split__l3""]",[0.75],[true],[1.0],1,"[""split__l0p333|requested_B=160""]","[""split__l0p333|requested_B=160""]",0.9577835648148149,0.060213775903879996,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,f1,deployable,160.0,1.0,False,1,l1,0.5,15,1.2675336888227513,"[""split__l3|requested_B=160""]","[""split__l3""]",[0.75],[true],[1.0],1,"[""split__l1|requested_B=160""]","[""split__l1|requested_B=160""]",1.1806402943121692,0.08689339451058209,False,True,0.6144,False,0.8,nondominated_but_not_objective_supported
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,f1,deployable,160.0,3.0,False,3,l3,0.75,15,2.0161427331349207,"[""split__l3|requested_B=160""]","[""split__l3""]",[0.75],[true],[1.0],1,"[""split__l3|requested_B=160""]","[""split__l3|requested_B=160""]",2.0161427331349207,0.0,True,True,1.0,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,f1,deployable,160.0,,True,∞,linf,1.0,15,0.4576853918650794,"[""split__linf|requested_B=160""]","[""split__linf""]",[1.0],[false],[0.218],1,"[""split__linf|requested_B=160""]","[""split__linf|requested_B=160""]",0.4576853918650794,0.0,True,False,0.218,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,deployable,40.0,0.0,False,0,l0,0.0,5,1.0,"[""split__l0p333|requested_B=40"", ""split__l0|requested_B=40"", ""split__l1|requested_B=40""]","[""split__l0p333"", ""split__l0"", ""split__l1""]","[0.25, 0.0, 0.5]","[false, false, true]","[0.0758, 0.0, 0.818]",3,"[""split__l0|requested_B=40""]","[""split__l0|requested_B=40""]",1.0,0.0,True,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,deployable,40.0,0.3333333333333333,False,0.333333,l0p333,0.25,5,1.0334201388888888,"[""split__l1|requested_B=40""]","[""split__l1""]",[0.5],[true],[0.818],1,"[""split__l0p333|requested_B=40""]","[""split__l0p333|requested_B=40""]",1.0269097222222223,0.006510416666666519,False,False,0.0758,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,deployable,40.0,1.0,False,1,l1,0.5,5,1.1276041666666667,"[""split__l3|requested_B=40""]","[""split__l3""]",[0.75],[true],[1.0],1,"[""split__l1|requested_B=40""]","[""split__l1|requested_B=40""]",1.1002604166666667,0.02734375,False,True,0.818,False,0.8,nondominated_but_not_objective_supported
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,deployable,40.0,3.0,False,3,l3,0.75,5,1.4453125,"[""split__l3|requested_B=40""]","[""split__l3""]",[0.75],[true],[1.0],1,"[""split__l3|requested_B=40""]","[""split__l3|requested_B=40""]",1.4453125,0.0,True,True,1.0,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,deployable,40.0,,True,∞,linf,1.0,5,0.19661458333333331,"[""split__linf|requested_B=40""]","[""split__linf""]",[1.0],[false],[0.2284],1,"[""split__linf|requested_B=40""]","[""split__linf|requested_B=40""]",0.19661458333333331,0.0,True,False,0.2284,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,deployable,80.0,0.0,False,0,l0,0.0,10,1.0,"[""split__l0p333|requested_B=40"", ""split__l0|requested_B=40"", ""split__l1|requested_B=40"", ""split__l1|requested_B=80"", ""split__l3|requested_B=80""]","[""split__l0p333"", ""split__l0"", ""split__l1"", ""split__l1"", ""split__l3""]","[0.25, 0.0, 0.5, 0.5, 0.75]","[false, false, false, false, true]","[0.0, 0.0, 0.0, 0.0368, 0.965]",5,"[""split__l0|requested_B=80""]","[""split__l0|requested_B=80""]",0.984375,0.015625,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,deployable,80.0,0.3333333333333333,False,0.333333,l0p333,0.25,10,1.0807291666666667,"[""split__l3|requested_B=80""]","[""split__l3""]",[0.75],[true],[0.965],1,"[""split__l0p333|requested_B=80""]","[""split__l0p333|requested_B=80""]",1.0225694444444444,0.05815972222222232,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,deployable,80.0,1.0,False,1,l1,0.5,10,1.2421875,"[""split__l3|requested_B=80""]","[""split__l3""]",[0.75],[true],[0.965],1,"[""split__l1|requested_B=80""]","[""split__l1|requested_B=80""]",1.2096354166666667,0.03255208333333326,False,False,0.0368,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,deployable,80.0,3.0,False,3,l3,0.75,10,1.7265625,"[""split__l3|requested_B=80""]","[""split__l3""]",[0.75],[true],[0.965],1,"[""split__l3|requested_B=80""]","[""split__l3|requested_B=80""]",1.7265625,0.0,True,True,0.965,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,deployable,80.0,,True,∞,linf,1.0,10,0.3203125,"[""split__linf|requested_B=80""]","[""split__linf""]",[1.0],[false],[0.4194],1,"[""split__linf|requested_B=80""]","[""split__linf|requested_B=80""]",0.3203125,0.0,True,False,0.4194,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,deployable,160.0,0.0,False,0,l0,0.0,15,1.0,"[""split__l0p333|requested_B=160"", ""split__l0p333|requested_B=40"", ""split__l0|requested_B=40"", ""split__l1|requested_B=160"", ""split__l1|requested_B=40"", ""split__l1|requested_B=80"", ""split__l3|requested_B=80""]","[""split__l0p333"", ""split__l0p333"", ""split__l0"", ""split__l1"", ""split__l1"", ""split__l1"", ""split__l3""]","[0.25, 0.25, 0.0, 0.5, 0.5, 0.5, 0.75]","[false, false, false, true, false, false, false]","[0.0, 0.0, 0.0, 0.6536, 0.0, 0.0, 0.0]",7,"[""split__l0|requested_B=160""]","[""split__l0|requested_B=160""]",0.984375,0.015625,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,deployable,160.0,0.3333333333333333,False,0.333333,l0p333,0.25,15,1.1228298611111112,"[""split__l3|requested_B=160""]","[""split__l3""]",[0.75],[true],[1.0],1,"[""split__l0p333|requested_B=160""]","[""split__l0p333|requested_B=160""]",1.0698784722222223,0.05295138888888884,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,deployable,160.0,1.0,False,1,l1,0.5,15,1.3997395833333335,"[""split__l3|requested_B=160""]","[""split__l3""]",[0.75],[true],[1.0],1,"[""split__l1|requested_B=160""]","[""split__l1|requested_B=160""]",1.3255208333333333,0.07421875000000022,False,True,0.6536,False,0.8,nondominated_but_not_objective_supported
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,deployable,160.0,3.0,False,3,l3,0.75,15,2.23046875,"[""split__l3|requested_B=160""]","[""split__l3""]",[0.75],[true],[1.0],1,"[""split__l3|requested_B=160""]","[""split__l3|requested_B=160""]",2.23046875,0.0,True,True,1.0,True,0.8,objective_supported_and_stable_frontier_level
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,far,judge_correct,deployable,160.0,,True,∞,linf,1.0,15,0.4947916666666667,"[""split__linf|requested_B=160""]","[""split__linf""]",[1.0],[false],[0.2946],1,"[""split__linf|requested_B=160""]","[""split__linf|requested_B=160""]",0.4947916666666667,0.0,True,False,0.2946,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,deployable,40.0,0.0,False,0,l0,0.0,5,0.78125,"[""split__l0p333|requested_B=40"", ""split__l1|requested_B=40""]","[""split__l0p333"", ""split__l1""]","[0.25, 0.5]","[true, false]","[0.6356, 0.0286]",2,"[""split__l0|requested_B=40""]","[""split__l0|requested_B=40""]",0.75,0.03125,False,False,0.0014,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,deployable,40.0,0.3333333333333333,False,0.333333,l0p333,0.25,5,0.8072916666666666,"[""split__l0p333|requested_B=40""]","[""split__l0p333""]",[0.25],[true],[0.6356],1,"[""split__l0p333|requested_B=40""]","[""split__l0p333|requested_B=40""]",0.8072916666666666,0.0,True,True,0.6356,False,0.8,objective_supported_but_frontier_uncertain
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,deployable,40.0,1.0,False,1,l1,0.5,5,0.859375,"[""split__l0p333|requested_B=40""]","[""split__l0p333""]",[0.25],[true],[0.6356],1,"[""split__l1|requested_B=40""]","[""split__l1|requested_B=40""]",0.828125,0.03125,False,False,0.0286,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,deployable,40.0,3.0,False,3,l3,0.75,5,1.0546875,"[""split__l0|requested_B=40""]","[""split__l0""]",[0.0],[false],[0.0014],1,"[""split__l3|requested_B=40""]","[""split__l3|requested_B=40""]",0.8046875,0.25,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,deployable,40.0,,True,∞,linf,1.0,5,0.1015625,"[""split__l0|requested_B=40""]","[""split__l0""]",[0.0],[false],[0.0014],1,"[""split__linf|requested_B=40""]","[""split__linf|requested_B=40""]",0.0859375,0.015625,False,False,0.0054,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,deployable,80.0,0.0,False,0,l0,0.0,10,0.796875,"[""split__l3|requested_B=80""]","[""split__l3""]",[0.75],[false],[0.3518],1,"[""split__l0|requested_B=80""]","[""split__l0|requested_B=80""]",0.765625,0.03125,False,False,0.008,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,deployable,80.0,0.3333333333333333,False,0.333333,l0p333,0.25,10,0.9140625,"[""split__l0|requested_B=80""]","[""split__l0""]",[0.0],[false],[0.008],1,"[""split__l0p333|requested_B=80""]","[""split__l0p333|requested_B=80""]",0.8776041666666666,0.03645833333333337,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,deployable,80.0,1.0,False,1,l1,0.5,10,1.2109375,"[""split__l0|requested_B=80""]","[""split__l0""]",[0.0],[false],[0.008],1,"[""split__l1|requested_B=80""]","[""split__l1|requested_B=80""]",0.9921875,0.21875,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,deployable,80.0,3.0,False,3,l3,0.75,10,2.1015625,"[""split__l0|requested_B=80""]","[""split__l0""]",[0.0],[false],[0.008],1,"[""split__l3|requested_B=80""]","[""split__l3|requested_B=80""]",1.2421875,0.859375,False,False,0.3518,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,deployable,80.0,,True,∞,linf,1.0,10,0.4453125,"[""split__l0|requested_B=80""]","[""split__l0""]",[0.0],[false],[0.008],1,"[""split__linf|requested_B=80""]","[""split__linf|requested_B=80""]",0.21875,0.2265625,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,deployable,160.0,0.0,False,0,l0,0.0,15,0.796875,"[""split__l3|requested_B=80""]","[""split__l3""]",[0.75],[false],[0.2804],1,"[""split__l0|requested_B=160""]","[""split__l0|requested_B=160""]",0.78125,0.015625,False,False,0.2794,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,deployable,160.0,0.3333333333333333,False,0.333333,l0p333,0.25,15,0.984375,"[""split__l0p333|requested_B=160""]","[""split__l0p333""]",[0.25],[true],[0.4648],1,"[""split__l0p333|requested_B=160""]","[""split__l0p333|requested_B=160""]",0.984375,0.0,True,True,0.4648,False,0.8,objective_supported_but_frontier_uncertain
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,deployable,160.0,1.0,False,1,l1,0.5,15,1.390625,"[""split__l0p333|requested_B=160""]","[""split__l0p333""]",[0.25],[true],[0.4648],1,"[""split__l1|requested_B=160""]","[""split__l1|requested_B=160""]",1.375,0.015625,False,False,0.2462,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,deployable,160.0,3.0,False,3,l3,0.75,15,2.609375,"[""split__l0p333|requested_B=160""]","[""split__l0p333""]",[0.25],[true],[0.4648],1,"[""split__l3|requested_B=160""]","[""split__l3|requested_B=160""]",1.9296875,0.6796875,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,em,deployable,160.0,,True,∞,linf,1.0,15,0.609375,"[""split__l0p333|requested_B=160""]","[""split__l0p333""]",[0.25],[true],[0.4648],1,"[""split__linf|requested_B=160""]","[""split__linf|requested_B=160""]",0.2890625,0.3203125,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,deployable,40.0,0.0,False,0,l0,0.0,5,0.8979166666666667,"[""split__l0p333|requested_B=40"", ""split__l1|requested_B=40""]","[""split__l0p333"", ""split__l1""]","[0.25, 0.5]","[true, false]","[0.389, 0.2586]",2,"[""split__l0|requested_B=40""]","[""split__l0|requested_B=40""]",0.8796875,0.01822916666666674,False,False,0.0048,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,deployable,40.0,0.3333333333333333,False,0.333333,l0p333,0.25,5,0.9378255208333334,"[""split__l0p333|requested_B=40""]","[""split__l0p333""]",[0.25],[true],[0.389],1,"[""split__l0p333|requested_B=40""]","[""split__l0p333|requested_B=40""]",0.9378255208333334,0.0,True,True,0.389,False,0.8,objective_supported_but_frontier_uncertain
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,deployable,40.0,1.0,False,1,l1,0.5,5,1.034561011904762,"[""split__l0|requested_B=40""]","[""split__l0""]",[0.0],[false],[0.0048],1,"[""split__l1|requested_B=40""]","[""split__l1|requested_B=40""]",1.0131045386904762,0.021456473214285676,False,False,0.2586,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,deployable,40.0,3.0,False,3,l3,0.75,5,1.3443080357142856,"[""split__l0|requested_B=40""]","[""split__l0""]",[0.0],[false],[0.0048],1,"[""split__l3|requested_B=40""]","[""split__l3|requested_B=40""]",1.111644345238095,0.2326636904761905,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,deployable,40.0,,True,∞,linf,1.0,5,0.1548735119047619,"[""split__l0|requested_B=40""]","[""split__l0""]",[0.0],[false],[0.0048],1,"[""split__linf|requested_B=40""]","[""split__linf|requested_B=40""]",0.14005456349206347,0.01481894841269843,False,False,0.0234,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,deployable,80.0,0.0,False,0,l0,0.0,10,0.9057291666666667,"[""split__l3|requested_B=80""]","[""split__l3""]",[0.75],[true],[0.61],1,"[""split__l0|requested_B=80""]","[""split__l0|requested_B=80""]",0.8901041666666667,0.015625,False,False,0.2702,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,deployable,80.0,0.3333333333333333,False,0.333333,l0p333,0.25,10,1.0624627976190477,"[""split__l0|requested_B=80""]","[""split__l0""]",[0.0],[false],[0.2702],1,"[""split__l0p333|requested_B=80""]","[""split__l0p333|requested_B=80""]",1.0118551587301587,0.05060763888888897,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,deployable,80.0,1.0,False,1,l1,0.5,10,1.4071800595238095,"[""split__l0|requested_B=80""]","[""split__l0""]",[0.0],[false],[0.2702],1,"[""split__l1|requested_B=80""]","[""split__l1|requested_B=80""]",1.143936011904762,0.2632440476190476,False,False,0.0124,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,deployable,80.0,3.0,False,3,l3,0.75,10,2.4413318452380954,"[""split__l0|requested_B=80""]","[""split__l0""]",[0.0],[false],[0.2702],1,"[""split__l3|requested_B=80""]","[""split__l3|requested_B=80""]",1.4534970238095237,0.9878348214285717,False,True,0.61,False,0.8,nondominated_but_not_objective_supported
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,deployable,80.0,,True,∞,linf,1.0,10,0.5170758928571428,"[""split__l0|requested_B=80""]","[""split__l0""]",[0.0],[false],[0.2702],1,"[""split__linf|requested_B=80""]","[""split__linf|requested_B=80""]",0.265234375,0.2518415178571428,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,deployable,160.0,0.0,False,0,l0,0.0,15,0.9057291666666667,"[""split__l3|requested_B=80""]","[""split__l3""]",[0.75],[true],[0.576],1,"[""split__l0|requested_B=160""]","[""split__l0|requested_B=160""]",0.8953125,0.01041666666666674,False,False,0.3736,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,deployable,160.0,0.3333333333333333,False,0.333333,l0p333,0.25,15,1.1174975198412698,"[""split__l0p333|requested_B=160""]","[""split__l0p333""]",[0.25],[true],[0.5488],1,"[""split__l0p333|requested_B=160""]","[""split__l0p333|requested_B=160""]",1.1174975198412698,0.0,True,True,0.5488,False,0.8,objective_supported_but_frontier_uncertain
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,deployable,160.0,1.0,False,1,l1,0.5,15,1.5566592261904761,"[""split__l0p333|requested_B=160""]","[""split__l0p333""]",[0.25],[true],[0.5488],1,"[""split__l1|requested_B=160""]","[""split__l1|requested_B=160""]",1.5449652777777778,0.01169394841269833,False,False,0.3374,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,deployable,160.0,3.0,False,3,l3,0.75,15,2.8741443452380953,"[""split__l0p333|requested_B=160""]","[""split__l0p333""]",[0.25],[true],[0.5488],1,"[""split__l3|requested_B=160""]","[""split__l3|requested_B=160""]",2.1299479166666666,0.7441964285714286,False,False,0.0472,False,0.8,tradeoff_level_not_on_frontier
sender=meta-llama/llama-3.1-8b-instruct|reader=meta-llama/llama-3.1-8b-instruct|temperature=0|seed=none,Llama-3.1-8B writer / Llama-3.1-8B reader,relation_dossiers,novel_near,f1,deployable,160.0,,True,∞,linf,1.0,15,0.6587425595238094,"[""split__l0p333|requested_B=160""]","[""split__l0p333""]",[0.25],[true],[0.5488],1,"[""split__linf|requested_B=160""]","[""split__linf|requested_B=160""]",0.3215029761904762,0.33723958333333326,False,False,0.0,False,0.8,tradeoff_level_not_on_frontier
